TIME (HH:MM:SS),DATE (MM/DD/YYYY),SPCOND uS/CM,ODO % SAT,ODO MG/L,PH,TEMP C
9:54:01 AM,7/19/2024,80.6,88.2,7.69,7.34,22.138
9:49:01 AM,7/19/2024,80.5,88.1,7.68,7.34,22.137
9:44:01 AM,7/19/2024,80.5,88.1,7.69,7.34,22.117
9:39:01 AM,7/19/2024,80.5,87.7,7.64,7.32,22.14
9:34:01 AM,7/19/2024,80.5,87.5,7.64,7.33,22.106
9:29:01 AM,7/19/2024,80.5,87.6,7.64,7.33,22.103
9:24:01 AM,7/19/2024,80.5,87.4,7.63,7.33,22.05
9:19:01 AM,7/19/2024,80.5,87,7.6,7.33,22.029
9:14:01 AM,7/19/2024,80.5,86.7,7.58,7.32,22.019
9:09:01 AM,7/19/2024,80.5,85.4,7.47,7.31,21.983
9:04:01 AM,7/19/2024,80.5,84.9,7.43,7.29,21.992
8:59:01 AM,7/19/2024,80.5,85.2,7.45,7.29,21.994
8:54:01 AM,7/19/2024,80.5,85.6,7.48,7.31,21.996
8:49:01 AM,7/19/2024,80.5,85.6,7.48,7.3,21.992
8:44:01 AM,7/19/2024,80.4,84.9,7.43,7.28,21.973
8:39:01 AM,7/19/2024,80.5,85.2,7.45,7.3,21.972
8:34:01 AM,7/19/2024,80.5,85.4,7.47,7.3,21.969
8:29:01 AM,7/19/2024,80.5,84.6,7.4,7.29,21.968
8:24:01 AM,7/19/2024,80.5,84.8,7.41,7.3,21.971
8:19:01 AM,7/19/2024,80.5,85,7.44,7.3,21.958
8:14:01 AM,7/19/2024,80.5,84.6,7.4,7.29,21.975
8:09:01 AM,7/19/2024,80.5,85.5,7.48,7.32,21.968
8:04:01 AM,7/19/2024,80.5,85.7,7.49,7.32,21.965
7:59:01 AM,7/19/2024,80.4,86.1,7.54,7.33,21.96
7:54:01 AM,7/19/2024,80.5,86.2,7.55,7.33,21.956
7:49:01 AM,7/19/2024,80.4,86.1,7.53,7.33,21.961
7:44:01 AM,7/19/2024,80.5,86.2,7.54,7.32,21.96
7:39:01 AM,7/19/2024,80.5,85.9,7.52,7.33,21.965
7:34:01 AM,7/19/2024,80.5,86.1,7.53,7.33,21.962
7:29:01 AM,7/19/2024,80.4,86.2,7.54,7.33,21.961
7:24:01 AM,7/19/2024,80.5,86.4,7.56,7.33,21.963
7:19:01 AM,7/19/2024,80.5,86.5,7.57,7.34,21.961
7:14:01 AM,7/19/2024,80.4,86.5,7.57,7.34,21.958
7:09:01 AM,7/19/2024,80.5,86.5,7.57,7.34,21.96
7:04:01 AM,7/19/2024,80.4,86.5,7.57,7.33,21.963
6:59:01 AM,7/19/2024,80.4,86.5,7.57,7.34,21.954
6:54:01 AM,7/19/2024,80.4,86.7,7.58,7.34,21.971
6:49:01 AM,7/19/2024,80.4,87.1,7.62,7.35,21.967
6:44:01 AM,7/19/2024,80.4,87.1,7.62,7.35,21.969
6:39:01 AM,7/19/2024,80.4,87.1,7.62,7.35,21.978
6:34:01 AM,7/19/2024,80.4,87.2,7.63,7.36,21.972
6:29:01 AM,7/19/2024,80.4,87.2,7.62,7.35,22.005
6:24:01 AM,7/19/2024,80.4,87.5,7.65,7.36,21.997
6:19:01 AM,7/19/2024,80.4,87.2,7.62,7.35,22.017
6:14:01 AM,7/19/2024,80.4,87.1,7.61,7.35,22.036
6:09:01 AM,7/19/2024,80.4,87.3,7.63,7.35,22.032
6:04:01 AM,7/19/2024,80.4,87,7.6,7.35,22.05
5:59:01 AM,7/19/2024,80.4,87.3,7.62,7.34,22.05
5:54:01 AM,7/19/2024,80.5,87.1,7.6,7.35,22.065
5:49:01 AM,7/19/2024,80.4,88.4,7.72,7.38,22.031
5:44:01 AM,7/19/2024,80.5,88.5,7.73,7.39,22.02
5:39:01 AM,7/19/2024,80.4,88.6,7.74,7.4,22.031
5:34:01 AM,7/19/2024,80.5,88.9,7.77,7.4,22.038
5:29:01 AM,7/19/2024,80.7,89,7.78,7.4,22.042
5:24:01 AM,7/19/2024,80.5,89,7.77,7.4,22.044
5:19:01 AM,7/19/2024,80.5,89.1,7.78,7.4,22.048
5:14:01 AM,7/19/2024,80.5,88.9,7.76,7.4,22.056
5:09:01 AM,7/19/2024,80.4,89,7.77,7.4,22.064
5:04:01 AM,7/19/2024,80.4,89.4,7.81,7.41,22.067
4:59:01 AM,7/19/2024,80.4,89.5,7.81,7.41,22.074
4:54:01 AM,7/19/2024,80.4,89.6,7.82,7.41,22.082
4:49:01 AM,7/19/2024,80.4,89.8,7.83,7.42,22.086
4:44:01 AM,7/19/2024,80.4,90,7.85,7.43,22.088
4:39:01 AM,7/19/2024,80.4,90.4,7.89,7.44,22.093
4:34:01 AM,7/19/2024,80.4,90.6,7.9,7.44,22.097
4:29:01 AM,7/19/2024,80.4,90.4,7.88,7.44,22.104
4:24:01 AM,7/19/2024,80.4,90.7,7.91,7.44,22.116
4:19:01 AM,7/19/2024,80.4,91.1,7.94,7.45,22.111
4:14:01 AM,7/19/2024,80.4,90.8,7.92,7.44,22.131
4:09:01 AM,7/19/2024,80.4,90.9,7.93,7.44,22.131
4:04:01 AM,7/19/2024,80.4,91.4,7.97,7.46,22.14
3:59:01 AM,7/19/2024,80.4,91.9,8.01,7.46,22.154
3:54:01 AM,7/19/2024,80.4,92.3,8.04,7.47,22.159
3:49:01 AM,7/19/2024,80.3,92.6,8.07,7.49,22.16
3:44:01 AM,7/19/2024,80.4,93.1,8.11,7.48,22.153
3:39:01 AM,7/19/2024,80.4,93.1,8.12,7.49,22.163
3:34:01 AM,7/19/2024,80.4,93.2,8.13,7.5,22.165
3:29:01 AM,7/19/2024,80.4,93.5,8.15,7.49,22.162
3:24:01 AM,7/19/2024,80.4,93.5,8.15,7.5,22.167
3:19:01 AM,7/19/2024,80.4,93.6,8.15,7.51,22.185
3:14:01 AM,7/19/2024,80.4,93.7,8.16,7.51,22.191
3:09:01 AM,7/19/2024,80.4,93.8,8.17,7.51,22.2
3:04:01 AM,7/19/2024,80.4,93.9,8.18,7.51,22.202
2:59:01 AM,7/19/2024,80.4,94.1,8.2,7.52,22.21
2:54:01 AM,7/19/2024,80.4,94.1,8.19,7.51,22.216
2:49:01 AM,7/19/2024,80.4,94.2,8.2,7.52,22.225
2:44:01 AM,7/19/2024,80.4,94.2,8.2,7.52,22.226
2:39:01 AM,7/19/2024,80.4,94.9,8.26,7.53,22.226
2:34:01 AM,7/19/2024,80.4,94.6,8.23,7.52,22.239
2:29:01 AM,7/19/2024,80.4,94.8,8.25,7.52,22.245
2:24:01 AM,7/19/2024,80.4,94.8,8.25,7.53,22.248
2:19:01 AM,7/19/2024,80.4,95.3,8.3,7.54,22.242
2:14:01 AM,7/19/2024,80.4,95,8.27,7.52,22.263
2:09:01 AM,7/19/2024,80.4,95.2,8.28,7.53,22.264
2:04:01 AM,7/19/2024,80.4,94.7,8.23,7.5,22.277
1:59:01 AM,7/19/2024,80.4,94.4,8.21,7.49,22.273
1:54:01 AM,7/19/2024,80.4,94.7,8.23,7.51,22.274
1:49:01 AM,7/19/2024,80.4,95.2,8.28,7.52,22.317
1:44:01 AM,7/19/2024,80.4,94.8,8.24,7.51,22.315
1:39:01 AM,7/19/2024,80.4,95.7,8.32,7.53,22.322
1:34:01 AM,7/19/2024,80.4,95.8,8.32,7.53,22.329
1:29:01 AM,7/19/2024,80.4,95.4,8.29,7.55,22.341
1:24:01 AM,7/19/2024,80.4,95.3,8.28,7.53,22.349
1:19:01 AM,7/19/2024,80.4,96.9,8.41,7.58,22.352
1:14:01 AM,7/19/2024,80.3,97.8,8.49,7.61,22.359
1:09:01 AM,7/19/2024,80.3,96.9,8.41,7.58,22.388
1:04:01 AM,7/19/2024,80.4,97.5,8.46,7.6,22.386
12:59:01 AM,7/19/2024,80.3,98.1,8.51,7.63,22.391
12:54:01 AM,7/19/2024,80.3,98.4,8.54,7.64,22.403
12:49:01 AM,7/19/2024,80.3,98.8,8.57,7.65,22.397
12:44:01 AM,7/19/2024,80.3,98.6,8.56,7.64,22.411
12:39:01 AM,7/19/2024,80.3,99.4,8.62,7.67,22.408
12:34:01 AM,7/19/2024,80.3,99.6,8.64,7.68,22.416
12:29:01 AM,7/19/2024,80.3,99.4,8.62,7.67,22.429
12:24:01 AM,7/19/2024,80.3,99.6,8.63,7.68,22.449
12:19:01 AM,7/19/2024,80.3,99.8,8.65,7.69,22.452
12:14:01 AM,7/19/2024,80.3,100.1,8.67,7.69,22.463
12:09:01 AM,7/19/2024,80.3,100.3,8.69,7.7,22.475
12:04:01 AM,7/19/2024,80.3,100.5,8.71,7.7,22.477
11:59:01 PM,7/18/2024,80.3,100.6,8.72,7.71,22.488
11:54:01 PM,7/18/2024,80.3,100.7,8.72,7.71,22.496
11:49:01 PM,7/18/2024,80.3,101.2,8.76,7.73,22.505
11:44:01 PM,7/18/2024,80.3,101.3,8.77,7.73,22.512
11:39:01 PM,7/18/2024,80.3,101.4,8.78,7.73,22.519
11:34:01 PM,7/18/2024,80.3,101.5,8.78,7.74,22.533
11:29:01 PM,7/18/2024,80.3,101.7,8.8,7.75,22.54
11:24:01 PM,7/18/2024,80.3,101.8,8.81,7.75,22.555
11:19:01 PM,7/18/2024,80.3,102.2,8.84,7.77,22.554
11:14:01 PM,7/18/2024,80.3,102.3,8.86,7.77,22.533
11:09:01 PM,7/18/2024,80.3,102,8.82,7.75,22.569
11:04:01 PM,7/18/2024,80.3,102.3,8.85,7.78,22.568
10:59:01 PM,7/18/2024,80.3,102.9,8.9,7.8,22.565
10:54:01 PM,7/18/2024,80.3,103.4,8.94,7.82,22.566
10:49:01 PM,7/18/2024,80.3,103.5,8.95,7.83,22.563
10:44:01 PM,7/18/2024,80.2,103.8,8.98,7.84,22.559
10:39:01 PM,7/18/2024,80.3,103.8,8.97,7.83,22.572
10:34:01 PM,7/18/2024,80.2,103.8,8.98,7.84,22.566
10:29:01 PM,7/18/2024,80.3,103.5,8.95,7.81,22.572
10:24:01 PM,7/18/2024,80.3,103.3,8.93,7.8,22.574
10:19:01 PM,7/18/2024,80.3,103.2,8.92,7.8,22.589
10:14:01 PM,7/18/2024,80.3,103.2,8.91,7.8,22.605
10:09:01 PM,7/18/2024,80.3,103.8,8.97,7.82,22.602
10:04:01 PM,7/18/2024,80.4,103.3,8.93,7.8,22.619
9:59:01 PM,7/18/2024,80.3,104,8.98,7.84,22.634
9:54:01 PM,7/18/2024,80.3,104.4,9.01,7.85,22.658
9:49:01 PM,7/18/2024,80.3,104.6,9.03,7.85,22.665
9:44:01 PM,7/18/2024,80.3,104.6,9.03,7.84,22.683
9:39:01 PM,7/18/2024,80.3,106,9.14,7.94,22.703
9:34:01 PM,7/18/2024,80.3,106.3,9.16,7.94,22.714
9:29:01 PM,7/18/2024,80.3,106.3,9.17,7.96,22.701
9:24:01 PM,7/18/2024,80.3,106.6,9.19,7.97,22.739
9:19:01 PM,7/18/2024,80.3,107,9.22,7.98,22.763
9:14:01 PM,7/18/2024,80.3,107.5,9.26,8.02,22.788
9:09:01 PM,7/18/2024,80.3,108.1,9.31,8.04,22.801
9:04:01 PM,7/18/2024,80.3,108.2,9.31,8.05,22.811
8:59:01 PM,7/18/2024,80.3,108.6,9.34,8.07,22.828
8:54:01 PM,7/18/2024,80.3,108.7,9.35,8.08,22.842
8:49:01 PM,7/18/2024,80.3,108.6,9.35,8.08,22.847
8:44:01 PM,7/18/2024,80.3,109.2,9.39,8.1,22.878
8:39:01 PM,7/18/2024,80.3,109.2,9.38,8.1,22.889
8:34:01 PM,7/18/2024,80.3,109.4,9.4,8.11,22.894
8:29:01 PM,7/18/2024,80.3,109.3,9.39,8.11,22.902
8:24:01 PM,7/18/2024,80.3,109.4,9.4,8.11,22.917
8:19:01 PM,7/18/2024,80.2,109.5,9.41,8.1,22.915
8:14:01 PM,7/18/2024,80.3,109.5,9.41,8.1,22.906
8:09:01 PM,7/18/2024,80.3,109.6,9.42,8.09,22.907
8:04:01 PM,7/18/2024,80.3,109.4,9.39,8.09,22.92
7:59:01 PM,7/18/2024,80.3,109.9,9.44,8.12,22.934
7:54:01 PM,7/18/2024,80.3,110.1,9.45,8.12,22.947
7:49:01 PM,7/18/2024,80.3,110.2,9.46,8.13,22.957
7:44:01 PM,7/18/2024,80.3,110.2,9.45,8.13,22.978
7:39:01 PM,7/18/2024,80.4,109.9,9.43,8.12,22.981
7:34:01 PM,7/18/2024,80.4,110.4,9.47,8.06,22.984
7:29:01 PM,7/18/2024,80.4,110.7,9.49,8.02,22.993
7:24:01 PM,7/18/2024,80.4,110.9,9.51,7.96,23.01
7:19:01 PM,7/18/2024,80.4,111.2,9.54,8.08,23.011
7:14:01 PM,7/18/2024,80.4,111.6,9.57,8.18,23.028
7:09:01 PM,7/18/2024,80.4,111.5,9.56,8.18,23.021
7:04:01 PM,7/18/2024,80.4,111.7,9.58,8.18,23.043
6:59:01 PM,7/18/2024,80.4,111.9,9.59,8.19,23.069
6:54:01 PM,7/18/2024,80.4,112.2,9.61,8.2,23.079
6:49:01 PM,7/18/2024,80.4,112.5,9.63,8.21,23.099
6:44:01 PM,7/18/2024,80.4,112.7,9.64,8.22,23.116
6:39:01 PM,7/18/2024,80.4,113,9.67,8.24,23.142
6:34:01 PM,7/18/2024,80.4,113.2,9.68,8.24,23.16
6:29:01 PM,7/18/2024,80.4,113.1,9.68,8.23,23.153
6:24:01 PM,7/18/2024,80.4,113.3,9.69,8.24,23.163
6:19:01 PM,7/18/2024,80.4,113.4,9.69,8.24,23.18
6:14:01 PM,7/18/2024,80.4,113.6,9.71,8.24,23.193
6:09:01 PM,7/18/2024,80.4,114,9.74,8.25,23.216
6:04:01 PM,7/18/2024,80.4,114,9.74,8.26,23.222
5:59:01 PM,7/18/2024,80.4,114.3,9.76,8.26,23.241
5:54:01 PM,7/18/2024,80.4,114,9.73,8.25,23.221
5:49:01 PM,7/18/2024,80.4,113.9,9.72,8.24,23.242
5:44:01 PM,7/18/2024,80.5,114.3,9.76,8.26,23.239
5:39:01 PM,7/18/2024,80.5,114.5,9.77,8.27,23.26
5:34:01 PM,7/18/2024,80.5,114.4,9.76,8.25,23.282
5:29:01 PM,7/18/2024,80.4,114.4,9.76,8.26,23.293
5:24:01 PM,7/18/2024,80.4,115,9.8,8.28,23.335
5:19:01 PM,7/18/2024,80.4,114.8,9.78,8.27,23.339
5:14:01 PM,7/18/2024,80.4,114.9,9.79,8.27,23.362
5:09:01 PM,7/18/2024,80.4,114.4,9.75,8.25,23.321
5:04:01 PM,7/18/2024,80.5,114.3,9.75,8.24,23.336
4:59:01 PM,7/18/2024,80.4,114.6,9.76,8.25,23.362
4:54:01 PM,7/18/2024,80.5,114.6,9.76,8.27,23.363
4:49:01 PM,7/18/2024,80.4,113.9,9.71,8.22,23.32
4:44:01 PM,7/18/2024,80.4,114,9.71,8.21,23.343
4:39:01 PM,7/18/2024,80.5,113.5,9.68,8.2,23.313
4:34:01 PM,7/18/2024,80.4,113.6,9.68,8.2,23.331
4:29:01 PM,7/18/2024,80.5,113.3,9.67,8.2,23.282
4:24:01 PM,7/18/2024,80.5,113.7,9.69,8.2,23.34
4:19:01 PM,7/18/2024,80.5,113.2,9.65,8.17,23.296
4:14:01 PM,7/18/2024,80.5,113,9.64,8.16,23.289
4:09:01 PM,7/18/2024,80.5,112.6,9.61,8.16,23.267
4:04:01 PM,7/18/2024,80.5,112.2,9.58,8.12,23.243
3:59:01 PM,7/18/2024,80.5,112.4,9.59,8.14,23.274
3:54:01 PM,7/18/2024,80.4,112.3,9.58,8.12,23.279
3:49:01 PM,7/18/2024,80.5,111.8,9.54,8.11,23.251
3:44:01 PM,7/18/2024,80.4,111.3,9.51,8.09,23.223
3:39:01 PM,7/18/2024,80.5,111.1,9.49,8.07,23.215
3:34:01 PM,7/18/2024,80.4,110.6,9.46,8.05,23.189
3:29:01 PM,7/18/2024,80.5,110.8,9.47,8.05,23.179
3:24:01 PM,7/18/2024,80.4,110.2,9.42,8.02,23.161
3:19:01 PM,7/18/2024,80.4,109.8,9.39,8,23.109
3:14:01 PM,7/18/2024,80.5,109.3,9.36,7.99,23.088
3:09:01 PM,7/18/2024,80.4,109.6,9.37,7.99,23.125
3:04:01 PM,7/18/2024,80.4,109.2,9.35,7.98,23.084
2:59:01 PM,7/18/2024,80.4,108.8,9.32,7.96,23.074
2:54:01 PM,7/18/2024,80.4,108.4,9.29,7.94,23.055
2:49:01 PM,7/18/2024,80.5,108.1,9.26,7.93,23.041
2:44:01 PM,7/18/2024,80.4,108,9.25,7.92,23.052
2:39:01 PM,7/18/2024,80.4,107.2,9.2,7.89,22.956
2:34:01 PM,7/18/2024,80.4,106.8,9.17,7.87,22.915
2:29:01 PM,7/18/2024,80.5,106.5,9.15,7.86,22.9
2:24:01 PM,7/18/2024,80.4,105.7,9.1,7.83,22.823
2:19:01 PM,7/18/2024,80.4,105.4,9.08,7.82,22.795
2:14:01 PM,7/18/2024,80.4,105.4,9.07,7.82,22.81
2:09:01 PM,7/18/2024,80.4,105,9.04,7.81,22.788
2:04:01 PM,7/18/2024,80.4,104.5,9.01,7.78,22.742
1:59:01 PM,7/18/2024,80.4,104,8.97,7.77,22.714
1:54:01 PM,7/18/2024,80.4,103.9,8.96,7.76,22.694
1:49:01 PM,7/18/2024,80.4,103.3,8.92,7.75,22.665
1:44:01 PM,7/18/2024,80.4,103.3,8.92,7.73,22.671
1:39:01 PM,7/18/2024,80.5,102.8,8.88,7.73,22.637
1:34:01 PM,7/18/2024,80.5,102.1,8.83,7.7,22.571
1:29:01 PM,7/18/2024,80.4,101.9,8.82,7.69,22.545
1:24:01 PM,7/18/2024,80.5,101.6,8.79,7.69,22.542
1:19:01 PM,7/18/2024,80.4,101.4,8.77,7.67,22.54
1:14:01 PM,7/18/2024,80.5,100.2,8.69,7.65,22.423
1:09:01 PM,7/18/2024,80.4,100.4,8.7,7.64,22.488
1:04:01 PM,7/18/2024,80.4,99.9,8.66,7.63,22.417
12:59:01 PM,7/18/2024,80.4,99.4,8.63,7.62,22.365
12:54:01 PM,7/18/2024,80.4,98.9,8.59,7.61,22.326
12:49:01 PM,7/18/2024,80.4,98.7,8.57,7.61,22.32
12:44:01 PM,7/18/2024,80.4,98.5,8.56,7.59,22.303
12:39:01 PM,7/18/2024,80.4,98.1,8.53,7.58,22.269
12:34:01 PM,7/18/2024,80.4,97.3,8.47,7.56,22.212
12:29:01 PM,7/18/2024,80.4,96.1,8.38,7.54,22.105
12:24:01 PM,7/18/2024,80.4,96.6,8.42,7.55,22.129
12:19:01 PM,7/18/2024,80.4,96.3,8.4,7.53,22.138
12:14:01 PM,7/18/2024,80.4,95.4,8.34,7.52,21.982
12:09:01 PM,7/18/2024,80.5,95,8.3,7.51,22.021
12:04:01 PM,7/18/2024,80.4,94.9,8.3,7.51,21.989
11:59:01 AM,7/18/2024,80.4,95,8.31,7.52,21.957
11:54:01 AM,7/18/2024,80.4,94.4,8.27,7.51,21.869
11:49:01 AM,7/18/2024,80.4,94.3,8.27,7.5,21.867
11:44:01 AM,7/18/2024,80.4,94,8.24,7.49,21.87
11:39:01 AM,7/18/2024,80.4,93.8,8.22,7.48,21.844
11:34:01 AM,7/18/2024,80.4,93.2,8.18,7.48,21.788
11:29:01 AM,7/18/2024,80.3,92.3,8.11,7.46,21.698
11:24:01 AM,7/18/2024,80.3,91.6,8.06,7.45,21.652
11:19:01 AM,7/18/2024,80.4,91.7,8.06,7.44,21.665
11:14:01 AM,7/18/2024,80.3,91.1,8.02,7.43,21.617
11:09:01 AM,7/18/2024,80.3,90.9,8.01,7.43,21.598
11:04:01 AM,7/18/2024,80.3,90.6,7.98,7.42,21.569
10:59:01 AM,7/18/2024,80.3,90,7.94,7.41,21.531
10:54:01 AM,7/18/2024,80.3,89.6,7.91,7.41,21.516
10:49:01 AM,7/18/2024,80.4,89.4,7.88,7.4,21.514
10:44:01 AM,7/18/2024,80.3,89,7.86,7.4,21.469
10:39:01 AM,7/18/2024,80.4,88.4,7.81,7.38,21.445
10:34:01 AM,7/18/2024,80.4,87.8,7.76,7.37,21.444
10:29:01 AM,7/18/2024,80.4,87.7,7.76,7.37,21.42
10:24:01 AM,7/18/2024,80.3,87.5,7.74,7.38,21.38
10:19:01 AM,7/18/2024,80.3,87.4,7.73,7.38,21.387
10:14:01 AM,7/18/2024,80.3,87.2,7.71,7.38,21.367
10:09:01 AM,7/18/2024,80.4,86.8,7.69,7.38,21.355
10:04:01 AM,7/18/2024,80.5,86.7,7.67,7.48,21.358
9:59:01 AM,7/18/2024,50.4,98.4,8.41,8.09,23.224
9:54:01 AM,7/18/2024,89.3,99.3,8.61,8.14,22.403
9:49:01 AM,7/18/2024,60.5,97.4,8.83,7.59,20.339
9:44:01 AM,7/18/2024,172.3,99,8.56,8.05,22.523
9:39:01 AM,7/18/2024,2645.3,101.7,8.65,7.89,23.025
